99.13483428960843, 1.0716304873497917e-11
110.39661752776337, 1.0708610310837943e-11
119.03871794438761, 1.0379190237158617e-11
131.85696800256002, 1.0058097540061298e-11
150.02257915169676, 1.036317396363413e-11
164.38222369212943, 1.068018843679032e-11
183.05615384687727, 1.0672519806593918e-11
199.49143142487262, 1.1342792152145431e-11
231.88309846341596, 1.2618645277148702e-11
269.4664879678448, 1.637049807788285e-11
295.13273195771956, 2.1909572570472654e-11
326.70762432529335, 3.118008419978075e-11
381.468303956991, 5.940210773982591e-11
411.0720791068374, 8.455187058334393e-11
440.6407918381431, 1.131768549462046e-10
490.30328371206616, 1.849550378650075e-10
531.243404715365, 2.5138827162546775e-10
554.43970915457, 3.022232819563556e-10
569.4131815118999, 3.5237601030739674e-10
572.3697141307996, 3.984702104965172e-10
566.1587046946095, 4.3699945531652417e-10
539.2495891350574, 5.176703780613295e-10
513.619444461572, 6.13233305126339e-10
468.5164792901174, 8.091935513781369e-10
402.6745822102762, 1.3246758753122424e-9
342.3817553848574, 2.1686927902817664e-9
250.2681241285098, 4.984105827728919e-9
230.80714328991724, 5.815373560023772e-9
206.07225235728214, 7.328916358005693e-9
176.2196461525164, 9.824925198005068e-9
159.0407676740959, 1.2192269824772058e-8
142.00756800851173, 1.4673029550494585e-8
122.08768330071851, 1.9974196704779382e-8
110.19143212190377, 2.40366176208643e-8
89.28187511073088, 3.4809438381368695e-8
72.34368291861304, 4.8884299641833004e-8
60.548089319063195, 6.454247773570478e-8
